Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98673.634;98723.664;98691.052;151.463;721.508;691.435;-903.959;310.063;-286.700;273.646;-934.764;253.028;-941.962;232.898;-253.760;236.131;-950.075;231.861;-752.500;-420.000;-192.500;175.000;-192.500;-350.000;0.000;612.500;52.500;805.000;-122.500;140.000;-560.000;17.500;-367.500;1719305875962;
98673.634;98723.664;98691.052;152.622;720.959;688.812;-906.399;305.244;-285.602;271.450;-936.838;253.211;-942.877;230.214;-252.601;235.582;-951.112;231.190;-735.000;-472.500;-210.000;192.500;-227.500;-262.500;-35.000;630.000;-17.500;787.500;-87.500;87.500;-472.500;52.500;-315.000;1719305875983;
98673.634;98723.664;98691.260;151.402;721.386;688.019;-905.423;305.854;-286.273;272.304;-935.862;252.662;-941.047;234.118;-250.283;231.861;-947.635;234.179;-945.000;-612.500;-472.500;157.500;-262.500;-315.000;-192.500;577.500;52.500;805.000;-175.000;52.500;-595.000;52.500;-262.500;1719305876034;
98674.066;98723.614;98691.260;150.487;718.580;690.581;-907.497;299.815;-290.482;274.683;-936.899;252.296;-942.877;221.613;-253.760;230.580;-949.587;234.850;-962.500;-595.000;-455.000;192.500;-420.000;-192.500;-210.000;682.500;35.000;840.000;-280.000;175.000;-647.500;70.000;-367.500;1719305876038;
98674.066;98723.614;98691.260;151.280;720.349;691.069;-902.800;316.346;-293.105;275.049;-933.544;253.943;-943.121;227.286;-255.895;236.436;-951.112;232.410;-980.000;-490.000;-490.000;367.500;-297.500;-385.000;-210.000;717.500;157.500;910.000;-280.000;52.500;-665.000;175.000;-192.500;1719305876049;
98674.066;98723.614;98691.260;151.158;719.312;693.204;-906.277;308.355;-289.506;277.550;-938.119;250.527;-944.707;224.663;-250.161;236.375;-952.820;230.275;-910.000;-332.500;-525.000;332.500;-210.000;-192.500;-35.000;770.000;-17.500;927.500;35.000;157.500;-385.000;210.000;-332.500;1719305876062;
98674.066;98723.614;98691.260;151.158;719.312;693.204;-902.861;313.723;-283.711;276.391;-933.849;249.063;-939.888;239.608;-247.477;239.120;-947.757;228.994;-910.000;-332.500;-525.000;350.000;-70.000;-402.500;52.500;752.500;140.000;910.000;52.500;17.500;-402.500;157.500;-297.500;1719305876073;
98674.066;98723.296;98691.239;151.280;720.532;692.655;-903.349;308.660;-281.820;275.049;-934.337;249.795;-941.840;233.325;-245.281;234.850;-949.404;230.092;-822.500;-280.000;-455.000;227.500;-192.500;-245.000;-52.500;647.500;-17.500;857.500;0.000;140.000;-472.500;105.000;-385.000;1719305876082;
98673.892;98723.296;98691.239;150.304;718.397;691.740;-904.142;309.636;-287.859;273.036;-933.300;252.906;-942.145;231.251;-248.392;235.155;-950.197;230.519;-822.500;-315.000;-420.000;122.500;-350.000;-332.500;-227.500;560.000;70.000;770.000;-175.000;52.500;-630.000;35.000;-280.000;1719305876110;
98673.892;98723.296;98691.239;150.914;719.434;691.191;-905.423;307.257;-287.432;272.243;-935.862;253.089;-942.572;230.946;-252.784;233.020;-948.855;233.569;-752.500;-227.500;-385.000;157.500;-280.000;-297.500;-175.000;612.500;70.000;770.000;-210.000;87.500;-630.000;35.000;-280.000;1719305876155;
98673.892;98723.405;98691.239;152.317;719.556;691.496;-905.667;305.976;-287.981;273.646;-936.289;252.235;-941.596;231.434;-252.357;234.118;-949.648;233.203;-717.500;-192.500;-367.500;210.000;-297.500;-280.000;-157.500;647.500;35.000;787.500;-140.000;87.500;-560.000;52.500;-315.000;1719305876165;
98673.659;98723.405;98691.363;149.816;718.824;692.533;-904.752;309.270;-289.872;273.402;-933.971;253.516;-941.779;228.323;-252.052;230.946;-950.746;233.386;-560.000;-157.500;-367.500;227.500;-262.500;-315.000;-140.000;682.500;52.500;822.500;-140.000;140.000;-542.500;52.500;-332.500;1719305876186;
98673.659;98723.405;98691.363;149.572;719.068;690.154;-905.728;304.329;-287.859;273.219;-936.167;252.479;-942.694;231.800;-253.943;234.423;-948.977;232.532;-542.500;-105.000;-367.500;245.000;-210.000;-210.000;-70.000;717.500;-17.500;857.500;-105.000;52.500;-525.000;105.000;-262.500;1719305876194;
98673.659;98723.405;98691.363;150.853;719.434;692.350;-902.556;311.649;-286.151;274.073;-934.398;251.259;-940.620;234.362;-250.527;234.057;-949.648;232.471;-490.000;-157.500;-560.000;280.000;-297.500;-315.000;-105.000;717.500;70.000;910.000;-87.500;17.500;-490.000;157.500;-262.500;1719305876225;
98673.659;98723.405;98690.888;150.304;719.068;692.289;-904.325;310.429;-287.005;276.086;-934.947;251.076;-942.938;231.861;-250.710;234.423;-949.343;231.556;-420.000;-122.500;-577.500;227.500;-262.500;-280.000;-140.000;700.000;17.500;875.000;-87.500;122.500;-542.500;122.500;-315.000;1719305876231;
98673.659;98723.127;98690.888;151.097;717.970;693.448;-905.240;310.185;-287.615;274.561;-935.130;251.381;-941.047;233.874;-250.588;236.985;-949.831;230.580;-402.500;-122.500;-630.000;245.000;-245.000;-315.000;-105.000;700.000;-17.500;857.500;-70.000;17.500;-525.000;105.000;-315.000;1719305876246;
98673.659;98723.127;98690.888;151.768;716.262;693.753;-904.447;311.588;-287.005;276.025;-934.154;251.320;-939.766;234.728;-248.880;235.948;-949.038;230.824;-262.500;-70.000;-682.500;262.500;-227.500;-332.500;-105.000;665.000;87.500;805.000;-87.500;87.500;-507.500;105.000;-315.000;1719305876258;
98673.340;98723.127;98690.888;152.378;719.800;691.679;-905.240;308.782;-286.273;275.232;-933.605;251.869;-941.962;231.556;-248.819;235.948;-949.709;230.397;52.500;0.000;-822.500;122.500;-262.500;-280.000;-175.000;595.000;35.000;822.500;-140.000;70.000;-525.000;35.000;-332.500;1719305876291;
98673.340;98723.127;98690.888;149.450;719.922;693.021;-905.240;309.880;-288.469;276.513;-933.483;251.259;-942.755;232.532;-250.527;235.521;-951.600;230.641;140.000;122.500;-910.000;105.000;-280.000;-315.000;-175.000;577.500;35.000;805.000;-140.000;87.500;-560.000;17.500;-315.000;1719305876299;
98673.340;98722.917;98690.888;149.450;719.922;693.021;-904.630;310.368;-288.286;269.376;-935.069;254.736;-939.034;235.704;-252.174;235.216;-950.807;231.983;140.000;122.500;-910.000;140.000;-245.000;-297.500;-157.500;560.000;0.000;752.500;-122.500;0.000;-542.500;35.000;-245.000;1719305876306;
98673.340;98722.917;98690.693;149.694;719.678;691.374;-906.521;298.656;-287.371;268.583;-937.814;253.516;-940.132;230.458;-251.320;229.360;-950.929;234.057;157.500;105.000;-1032.500;175.000;-350.000;-227.500;-210.000;612.500;-52.500;752.500;-122.500;157.500;-577.500;17.500;-420.000;1719305876315;
