Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98649.002;98707.854;98664.385;200.385;298.900;949.953;-817.949;551.074;146.217;499.773;-842.166;-185.013;-984.174;29.463;188.734;2.013;-977.342;-199.714;-1417.500;-875.000;-805.000;1942.500;-210.000;-245.000;17.500;2397.500;157.500;1417.500;4287.500;525.000;3710.000;647.500;-1015.000;1719307769967;
98649.002;98707.854;98664.385;198.067;299.083;950.868;-818.254;551.684;146.217;501.176;-844.728;-184.159;-986.675;13.115;193.675;-0.183;-981.917;-200.690;-1522.500;-1050.000;-840.000;2012.500;-332.500;-227.500;-157.500;2572.500;157.500;1330.000;4375.000;892.500;3762.500;630.000;-1382.500;1719307769980;
98649.002;98707.854;98664.385;197.701;296.094;950.075;-819.596;551.379;147.254;502.579;-845.826;-184.647;-988.993;10.980;195.932;-0.488;-983.015;-200.568;-1540.000;-1120.000;-822.500;2292.500;-490.000;-297.500;-192.500;2730.000;157.500;1330.000;4305.000;682.500;3692.500;612.500;-1225.000;1719307769989;
98649.032;98707.854;98663.314;199.958;293.105;946.720;-819.718;551.135;147.864;504.409;-844.667;-189.283;-986.614;15.799;204.228;-0.793;-980.392;-200.446;-1400.000;-1207.500;-682.500;2380.000;-577.500;-402.500;-332.500;2870.000;350.000;1172.500;3395.000;717.500;2852.500;455.000;-1172.500;1719307770019;
98649.032;98708.076;98663.314;201.239;293.105;947.086;-820.633;551.318;147.193;503.250;-844.179;-190.320;-984.784;19.886;207.339;0.305;-979.660;-200.202;-1277.500;-1137.500;-525.000;2240.000;-595.000;-525.000;-402.500;2782.500;420.000;1190.000;2660.000;350.000;2065.000;385.000;-770.000;1719307770026;
98649.032;98708.076;98663.314;202.154;294.264;948.794;-819.352;553.453;145.973;500.139;-842.715;-191.113;-987.224;8.540;210.999;-2.562;-983.442;-200.385;-1207.500;-1067.500;-367.500;2152.500;-560.000;-525.000;-297.500;2625.000;437.500;1015.000;1015.000;350.000;402.500;227.500;-630.000;1719307770050;
98649.032;98708.076;98663.314;202.764;295.240;948.184;-822.280;553.148;146.766;500.627;-841.617;-191.540;-983.686;25.071;216.428;4.087;-977.464;-201.605;-1172.500;-1085.000;-402.500;2065.000;-402.500;-437.500;-245.000;2555.000;385.000;945.000;-140.000;-35.000;-857.500;122.500;-175.000;1719307770056;
98649.032;98708.076;98663.314;201.910;296.155;950.075;-820.145;554.673;148.291;503.494;-843.203;-190.320;-983.930;22.753;215.452;2.562;-979.050;-203.191;-1120.000;-1067.500;-472.500;1890.000;-227.500;-350.000;-70.000;2380.000;262.500;892.500;-857.500;-17.500;-1487.500;35.000;-140.000;1719307770071;
98648.410;98707.564;98663.261;203.862;293.532;949.526;-820.450;554.490;148.291;504.226;-843.996;-192.455;-985.699;16.165;212.524;-0.549;-980.575;-201.971;-980.000;-927.500;-647.500;1487.500;-105.000;-332.500;17.500;2030.000;175.000;612.500;-2082.500;-157.500;-2712.500;-227.500;105.000;1719307770101;
98648.410;98707.564;98663.261;203.313;292.617;950.929;-821.609;553.209;147.315;503.372;-844.972;-191.052;-984.784;18.239;211.426;-1.586;-980.575;-202.154;-910.000;-840.000;-682.500;1260.000;35.000;-332.500;210.000;1767.500;192.500;577.500;-2677.500;-262.500;-3325.000;-280.000;227.500;1719307770109;
98648.410;98707.564;98663.261;202.825;289.689;948.184;-820.267;554.124;147.376;505.385;-845.277;-190.076;-986.858;11.224;200.202;-3.172;-981.551;-201.117;-752.500;-822.500;-682.500;1172.500;140.000;-315.000;262.500;1645.000;175.000;350.000;-4777.500;-472.500;-5512.500;-507.500;595.000;1719307770155;
98648.410;98707.564;98663.283;202.825;289.689;948.184;-819.535;553.819;144.082;506.117;-843.691;-186.050;-984.296;28.304;196.969;-0.854;-980.087;-201.849;-752.500;-822.500;-682.500;857.500;140.000;-297.500;315.000;1365.000;192.500;437.500;-5180.000;-787.500;-5687.500;-472.500;787.500;1719307770160;
98648.660;98707.564;98663.283;203.496;289.018;950.136;-819.047;553.697;144.204;504.958;-844.118;-184.037;-982.527;32.208;194.895;2.928;-976.427;-203.618;-735.000;-735.000;-682.500;770.000;140.000;-332.500;297.500;1242.500;227.500;350.000;-5302.500;-682.500;-5967.500;-560.000;752.500;1719307770169;
98648.660;98707.703;98663.283;201.727;296.277;948.794;-820.572;552.904;143.655;501.298;-844.789;-184.403;-986.858;8.906;183.732;-1.830;-978.684;-201.727;-612.500;-700.000;-525.000;577.500;70.000;-420.000;210.000;1102.500;280.000;350.000;-5215.000;-490.000;-5827.500;-542.500;595.000;1719307770207;
98648.660;98707.703;98663.283;202.581;293.044;947.208;-820.023;552.660;142.252;502.945;-843.752;-185.867;-986.614;16.592;181.414;-1.586;-979.660;-201.849;-647.500;-665.000;-472.500;647.500;87.500;-420.000;210.000;1085.000;280.000;420.000;-4952.500;-700.000;-5565.000;-437.500;787.500;1719307770214;
98648.660;98707.703;98663.283;202.886;291.092;947.269;-818.010;552.721;143.045;501.908;-842.288;-184.830;-982.222;32.879;179.401;1.586;-975.207;-201.605;-682.500;-595.000;-402.500;490.000;210.000;-420.000;350.000;980.000;280.000;490.000;-4410.000;-490.000;-4917.500;-420.000;437.500;1719307770236;
98648.209;98708.002;98663.038;203.557;294.447;948.977;-818.498;552.416;140.666;501.176;-842.471;-182.756;-981.673;30.439;171.288;1.769;-975.451;-201.544;-717.500;-560.000;-245.000;507.500;210.000;-420.000;402.500;962.500;280.000;700.000;-2275.000;-87.500;-2730.000;-140.000;87.500;1719307770260;
98648.209;98708.002;98662.700;206.607;295.545;949.831;-817.949;552.965;141.093;499.712;-843.630;-180.255;-984.845;27.267;172.203;0.183;-976.061;-201.544;-1207.500;-455.000;-700.000;577.500;175.000;-367.500;350.000;1137.500;227.500;1137.500;2327.500;402.500;1347.500;297.500;-665.000;1719307770319;
98648.426;98708.002;98662.700;204.655;293.715;949.099;-819.291;555.710;139.873;500.200;-844.789;-180.682;-984.174;23.180;174.460;-2.257;-976.366;-201.910;-1242.500;-402.500;-962.500;892.500;105.000;-245.000;332.500;1225.000;157.500;1155.000;2905.000;577.500;2485.000;472.500;-1050.000;1719307770334;
98648.426;98708.002;98662.700;204.655;290.543;951.295;-819.413;555.588;138.653;503.616;-843.996;-180.072;-985.699;20.252;177.815;1.098;-978.074;-201.666;-1295.000;-385.000;-1032.500;1050.000;105.000;-175.000;192.500;1505.000;70.000;1382.500;3972.500;577.500;3500.000;630.000;-1032.500;1719307770349;
98648.426;98707.311;98662.700;204.045;290.177;949.831;-819.474;556.259;139.507;503.982;-843.569;-182.268;-984.235;29.280;182.085;2.501;-975.939;-202.215;-1260.000;-455.000;-1085.000;1242.500;87.500;35.000;227.500;1697.500;-157.500;1382.500;4340.000;577.500;3867.500;630.000;-1120.000;1719307770356;
98648.426;98707.311;98662.700;202.032;288.225;948.733;-823.561;553.392;141.947;503.555;-850.218;-185.379;-983.991;20.618;185.440;-0.671;-979.782;-201.544;-1330.000;-472.500;-1120.000;1260.000;140.000;17.500;350.000;1820.000;-332.500;1347.500;4812.500;910.000;4287.500;630.000;-1417.500;1719307770371;
98648.426;98707.311;98662.422;201.361;287.615;949.709;-813.862;555.710;137.128;505.080;-840.458;-178.181;-984.967;19.947;191.601;-1.891;-979.233;-202.215;-1452.500;-525.000;-1207.500;1347.500;245.000;332.500;472.500;1837.500;-507.500;1487.500;5092.500;787.500;4480.000;682.500;-1365.000;1719307770386;
98648.502;98707.311;98662.422;203.740;283.894;951.295;-816.607;556.625;136.335;506.605;-840.580;-176.412;-983.503;26.413;195.871;1.891;-977.525;-202.459;-1487.500;-490.000;-1172.500;1435.000;192.500;315.000;350.000;1925.000;-525.000;1487.500;5127.500;787.500;4497.500;717.500;-1365.000;1719307770409;
98648.502;98707.225;98662.422;202.093;282.247;952.393;-816.607;556.930;135.969;507.703;-842.166;-177.083;-984.967;18.544;200.446;0.488;-978.867;-201.666;-1505.000;-420.000;-1120.000;1400.000;140.000;332.500;385.000;1960.000;-525.000;1365.000;4882.500;910.000;4392.500;665.000;-1435.000;1719307770416;
98648.502;98707.225;98662.422;201.056;282.003;952.637;-819.596;557.418;135.237;507.520;-843.874;-179.340;-985.699;13.847;200.324;-3.843;-981.063;-201.239;-1417.500;-385.000;-1067.500;1365.000;157.500;332.500;332.500;1767.500;-560.000;1382.500;4655.000;857.500;3955.000;665.000;-1330.000;1719307770431;
98648.502;98707.225;98662.422;202.886;280.783;954.040;-818.559;559.675;134.078;509.350;-844.240;-180.560;-985.333;21.960;206.851;-0.122;-980.941;-201.422;-1207.500;-350.000;-892.500;910.000;350.000;315.000;577.500;1312.500;-542.500;1417.500;4042.500;595.000;3675.000;647.500;-1137.500;1719307770461;
98648.502;98707.225;98662.422;202.947;282.003;953.308;-820.145;558.638;133.712;510.387;-845.582;-179.706;-984.845;21.838;209.596;1.586;-979.172;-202.825;-1137.500;-367.500;-840.000;665.000;542.500;192.500;595.000;1207.500;-455.000;1400.000;3605.000;560.000;2782.500;595.000;-980.000;1719307770469;
98648.260;98707.115;98662.262;203.740;279.258;953.979;-819.779;558.455;133.468;512.034;-845.155;-177.144;-984.174;18.910;210.389;-0.122;-979.721;-203.130;-910.000;-245.000;-735.000;525.000;560.000;87.500;805.000;945.000;-280.000;1172.500;2677.500;525.000;2345.000;437.500;-910.000;1719307770491;
98648.260;98707.115;98662.262;203.191;280.051;955.748;-818.681;560.285;133.712;509.594;-843.020;-170.007;-988.139;14.518;211.548;-0.854;-982.344;-201.361;-665.000;-192.500;-752.500;437.500;612.500;-105.000;752.500;945.000;-175.000;1085.000;1645.000;367.500;1330.000;315.000;-752.500;1719307770520;
98648.260;98707.115;98662.262;201.483;280.356;954.467;-820.633;558.028;132.675;509.960;-845.155;-170.617;-984.174;22.570;211.182;1.037;-978.867;-203.252;-612.500;-262.500;-857.500;490.000;490.000;-122.500;612.500;945.000;-122.500;1015.000;1085.000;192.500;192.500;227.500;-420.000;1719307770535;
98648.260;98707.115;98662.262;201.788;279.563;951.966;-818.254;559.553;132.126;508.923;-844.606;-170.739;-988.017;10.553;209.108;-1.220;-982.710;-199.653;-595.000;-280.000;-910.000;577.500;280.000;-192.500;402.500;1120.000;-35.000;857.500;-577.500;70.000;-1522.500;52.500;-157.500;1719307770544;
98648.426;98707.115;98662.225;201.361;278.404;951.539;-818.010;559.919;131.882;508.679;-842.471;-171.166;-983.686;26.901;209.047;2.562;-980.209;-199.287;-595.000;-315.000;-945.000;700.000;157.500;-227.500;350.000;1190.000;-35.000;805.000;-1627.500;-245.000;-1977.500;0.000;87.500;1719307770559;
98648.426;98707.107;98662.225;204.228;283.223;951.173;-815.143;558.821;132.736;508.618;-841.129;-172.386;-985.638;14.457;200.324;-1.464;-981.795;-199.165;-717.500;-367.500;-787.500;752.500;70.000;-175.000;192.500;1225.000;-87.500;560.000;-2835.000;-262.500;-3325.000;-245.000;157.500;1719307770605;
98648.426;98707.107;98662.225;204.228;283.223;951.173;-816.912;559.187;131.455;511.424;-842.105;-173.972;-984.174;22.814;200.629;2.257;-978.501;-200.385;-717.500;-367.500;-787.500;595.000;35.000;-175.000;210.000;1102.500;-17.500;595.000;-3150.000;-385.000;-3920.000;-350.000;420.000;1719307770611;
98648.426;98707.107;98662.225;203.801;285.053;951.417;-815.875;561.200;130.784;510.692;-841.312;-173.728;-984.601;20.862;196.115;0.793;-978.440;-200.141;-735.000;-297.500;-770.000;647.500;17.500;-210.000;227.500;1085.000;17.500;507.500;-3605.000;-315.000;-4147.500;-385.000;350.000;1719307770620;
98648.426;98707.107;98662.225;201.056;284.443;952.027;-818.010;559.675;130.601;507.154;-843.020;-175.131;-985.882;17.995;190.259;-1.708;-980.514;-198.738;-665.000;-437.500;-770.000;700.000;17.500;-192.500;192.500;1190.000;-87.500;507.500;-3780.000;-490.000;-4357.500;-350.000;437.500;1719307770635;
98648.637;98707.194;98662.041;203.069;282.369;954.528;-818.925;558.150;131.821;506.666;-843.142;-175.863;-983.747;26.962;189.710;1.464;-977.952;-199.287;-577.500;-332.500;-875.000;805.000;210.000;-52.500;262.500;1260.000;-140.000;490.000;-3745.000;-472.500;-4340.000;-367.500;420.000;1719307770655;
98648.637;98707.194;98662.041;202.459;281.149;956.175;-817.949;559.858;131.516;510.936;-842.349;-174.033;-986.797;17.263;182.695;-0.915;-980.270;-199.165;-542.500;-332.500;-910.000;752.500;297.500;-35.000;455.000;1207.500;-140.000;525.000;-3605.000;-315.000;-4235.000;-350.000;315.000;1719307770664;
98648.637;98707.194;98662.041;201.666;283.406;955.138;-814.899;562.359;129.869;513.559;-841.617;-171.227;-985.882;21.045;182.329;-0.427;-976.854;-200.507;-542.500;-227.500;-892.500;682.500;315.000;-210.000;507.500;1172.500;-105.000;542.500;-3412.500;-402.500;-3850.000;-280.000;367.500;1719307770679;
98648.637;98707.194;98662.041;199.958;280.356;955.504;-816.424;561.139;129.625;513.010;-842.593;-167.933;-985.516;25.620;180.011;0.732;-976.915;-200.385;-647.500;-315.000;-647.500;735.000;210.000;-280.000;297.500;1207.500;52.500;595.000;-2887.500;-280.000;-3605.000;-245.000;280.000;1719307770709;
98648.845;98707.194;98662.041;199.165;279.136;954.101;-815.448;561.810;131.516;511.668;-842.349;-167.567;-985.028;21.167;177.388;-0.366;-978.745;-199.348;-630.000;-367.500;-595.000;787.500;-52.500;-350.000;192.500;1242.500;122.500;612.500;-2590.000;-192.500;-2957.500;-210.000;122.500;1719307770715;
98648.845;98707.194;98662.096;200.446;276.940;954.284;-816.180;559.919;131.821;511.973;-840.092;-170.251;-984.296;25.315;175.253;0.305;-977.281;-199.470;-542.500;-437.500;-560.000;787.500;-122.500;-367.500;-35.000;1207.500;192.500;700.000;-1785.000;-175.000;-2555.000;-157.500;70.000;1719307770724;
98648.845;98707.134;98662.096;202.276;276.818;951.356;-815.082;560.712;130.723;510.448;-840.336;-172.508;-985.699;21.411;173.606;-1.220;-978.501;-199.470;-105.000;-402.500;-157.500;525.000;-210.000;-420.000;-122.500;1102.500;192.500;840.000;-455.000;70.000;-1155.000;0.000;-245.000;1719307770755;
98648.845;98707.134;98662.096;202.276;276.818;951.356;-815.936;560.590;130.296;512.278;-841.129;-173.362;-984.296;24.705;175.131;0.061;-975.878;-199.897;-105.000;-402.500;-157.500;192.500;-140.000;-472.500;-52.500;682.500;227.500;962.500;507.500;210.000;-192.500;140.000;-385.000;1719307770761;
98648.845;98707.134;98662.096;201.117;277.855;950.624;-816.729;559.309;130.601;511.424;-841.556;-172.447;-986.187;21.777;176.351;0.671;-978.135;-200.141;175.000;-350.000;35.000;52.500;-157.500;-577.500;0.000;525.000;315.000;1032.500;945.000;297.500;700.000;315.000;-612.500;1719307770791;
98648.643;98707.134;98662.025;201.910;277.245;952.332;-815.204;559.004;131.577;510.021;-841.617;-174.887;-983.930;27.328;179.096;2.135;-977.708;-200.080;350.000;-350.000;157.500;-87.500;-140.000;-577.500;0.000;437.500;350.000;1050.000;1767.500;350.000;1085.000;280.000;-665.000;1719307770805;
98648.643;98706.969;98662.025;204.228;279.380;952.942;-818.193;556.869;131.211;510.143;-842.654;-176.534;-983.930;26.413;180.377;-2.196;-979.172;-199.836;385.000;-367.500;192.500;-402.500;-52.500;-630.000;35.000;122.500;315.000;1015.000;2117.500;455.000;1785.000;332.500;-910.000;1719307770814;
98648.643;98706.969;98662.025;204.228;279.380;952.942;-819.169;558.516;131.882;510.204;-842.959;-175.741;-986.370;18.239;182.085;-2.196;-980.697;-200.385;385.000;-367.500;192.500;-560.000;17.500;-665.000;105.000;-17.500;420.000;1172.500;2765.000;490.000;2100.000;420.000;-875.000;1719307770821;
98648.643;98706.969;98662.025;201.666;282.674;953.491;-819.108;557.601;131.272;509.106;-844.240;-172.386;-982.405;27.633;187.209;0.427;-976.061;-199.104;560.000;-315.000;245.000;-770.000;87.500;-752.500;175.000;-262.500;490.000;1190.000;3115.000;612.500;2537.500;420.000;-962.500;1719307770844;
98648.643;98706.969;98662.025;202.886;281.515;952.027;-818.132;557.662;132.187;510.936;-843.325;-170.983;-987.407;15.494;187.392;-2.440;-980.087;-200.446;630.000;-402.500;262.500;-770.000;-52.500;-805.000;87.500;-297.500;560.000;1225.000;3220.000;700.000;2642.500;472.500;-1137.500;1719307770859;
98648.809;98706.969;98662.025;203.862;288.286;951.905;-819.901;557.235;132.370;508.618;-845.643;-171.166;-983.686;22.570;193.797;-0.244;-978.257;-199.409;770.000;-262.500;297.500;-717.500;-157.500;-962.500;-35.000;-245.000;682.500;1330.000;3377.500;490.000;2782.500;542.500;-945.000;1719307770896;
98648.809;98706.933;98661.950;203.862;288.286;951.905;-819.535;557.113;131.577;506.788;-843.813;-173.423;-982.710;27.755;196.969;1.952;-976.549;-201.056;770.000;-262.500;297.500;-735.000;-227.500;-997.500;-122.500;-297.500;752.500;1277.500;3325.000;560.000;2730.000;525.000;-962.500;1719307770904;
98648.809;98706.933;98661.950;202.581;287.249;951.356;-818.498;555.527;133.834;504.897;-843.081;-177.327;-986.126;17.019;196.481;-0.732;-980.697;-199.836;717.500;-280.000;315.000;-910.000;-35.000;-857.500;70.000;-420.000;577.500;1172.500;3062.500;630.000;2415.000;437.500;-1032.500;1719307770910;
98648.809;98706.933;98661.950;202.886;289.201;948.977;-816.363;554.490;136.030;504.226;-842.044;-176.046;-985.211;17.812;197.701;-0.854;-979.721;-200.507;717.500;-280.000;315.000;-927.500;-17.500;-857.500;35.000;-420.000;612.500;1207.500;2852.500;525.000;2257.500;402.500;-962.500;1719307770919;
98648.809;98706.933;98661.950;203.008;289.201;948.123;-817.095;552.355;134.444;500.810;-842.105;-173.789;-984.601;22.753;202.032;1.647;-978.867;-199.897;700.000;-367.500;297.500;-910.000;-87.500;-892.500;-52.500;-472.500;612.500;1120.000;2380.000;455.000;1767.500;367.500;-822.500;1719307770934;
98648.809;98706.933;98661.950;202.581;291.641;947.940;-817.949;551.379;133.407;498.492;-842.227;-173.667;-985.211;21.411;202.703;1.342;-980.697;-199.714;647.500;-297.500;280.000;-875.000;-122.500;-875.000;0.000;-385.000;595.000;1085.000;2030.000;420.000;1452.500;315.000;-787.500;1719307770949;
98648.529;98706.704;98661.988;205.326;292.312;951.051;-818.803;554.246;133.895;498.736;-843.447;-172.874;-985.760;22.265;205.631;1.891;-978.684;-201.178;367.500;-385.000;-17.500;-647.500;-192.500;-787.500;-175.000;-122.500;472.500;980.000;595.000;175.000;17.500;175.000;-420.000;1719307770979;
98648.529;98706.704;98661.988;205.997;293.166;950.929;-819.718;554.795;133.163;501.115;-845.582;-174.033;-984.723;24.339;205.082;1.281;-978.013;-200.812;315.000;-367.500;-70.000;-507.500;-280.000;-717.500;-227.500;-35.000;350.000;927.500;210.000;157.500;-350.000;87.500;-350.000;1719307770986;
98648.529;98706.704;98661.988;205.631;289.994;951.539;-820.633;555.649;134.688;503.006;-844.972;-175.009;-985.638;14.274;202.642;-1.464;-981.612;-199.043;210.000;-315.000;-175.000;-367.500;-350.000;-507.500;-297.500;140.000;210.000;787.500;-542.500;105.000;-1190.000;0.000;-280.000;1719307770994;
98648.529;98706.704;98661.988;205.204;289.445;949.282;-819.901;557.235;135.359;504.165;-844.728;-174.826;-986.553;16.348;201.971;-0.183;-982.283;-200.324;157.500;-332.500;-297.500;-332.500;-385.000;-455.000;-262.500;210.000;122.500;805.000;-910.000;-35.000;-1522.500;-17.500;-122.500;1719307771009;
